# domain	code	models	message
H	1801010000010004	-	The AMS-HT B assist motor speed control is malfunctioning. The speed sensor may be faulty.
H	1801010000010005	-	AMS-HT B The current sensor of assist motor may be faulty.
H	1801010000010011	-	AMS-HT B The assist motor calibration parameter error. Please pull out the filament from the filament hub and then restart the AMS.
H	1801010000020002	-	The AMS-HT B assist motor is overloaded. The filament may be tangled or stuck.
H	1801010000020006	-	AMS-HT B The assist motor three-phase wires are not connected. The assist motor connector may have poor contact.
H	1801010000020007	-	AMS-HT B The assist motor encoder wires are not connected. The assist motor connector may have poor contact.
H	1801010000020008	-	AMS-HT B The assist motor phase winding has an open circuit. The assist motor may be faulty.
H	1801010000020009	-	AMS-HT B The assist motor has unbalanced tree-phase resistaance. The assist motor may be faulty.
H	1801010000020010	-	AMS-HT B The assist motor resistance is abnormal. The assist motor may be faulty.
H	1801010000020011	-	AMS-HT B The motor assist parameter is lost. Please pull out the filament from the filament hub and then restart the AMS.
H	1801020000010001	-	AMS-HT B Filament speed and length error: The filament odometry may be faulty.
H	1801020000020002	-	AMS-HT B The odometer has no signal. The odometer connector may have poor contact.
H	1801100000010001	-	The AMS-HT B slot 1 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1801100000010003	-	The AMS-HT B slot 1 motor torque control is malfunctioning. The current sensor may be faulty.
H	1801100000020002	-	The AMS-HT B slot 1 motor is overloaded. The filament may be tangled or stuck.
H	1801100000020004	-	AMS-HT B The brushed motor 1 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801110000010001	-	The AMS-HT B slot 2 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1801110000010003	-	The AMS-HT B slot 2 motor torque control is malfunctioning. The current sensor may be faulty.
H	1801110000020002	-	The AMS-HT B slot 2 motor is overloaded. The filament may be tangled or stuck.
H	1801110000020004	-	AMS-HT B The brushed motor 2 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801120000010001	-	The AMS-HT B slot 3 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1801120000010003	-	The AMS-HT B slot 3 motor torque control is malfunctioning. The current sensor may be faulty.
H	1801120000020002	-	The AMS-HT B slot 3 motor is overloaded. The filament may be tangled or stuck.
H	1801120000020004	-	AMS-HT B The brushed motor 3 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801130000010001	-	The AMS-HT B slot 4 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1801130000010003	-	The AMS-HT B slot 4 motor torque control is malfunctioning. The current sensor may be faulty.
H	1801130000020002	-	The AMS-HT B slot 4 motor is overloaded. The filament may be tangled or stuck.
H	1801130000020004	-	AMS-HT B The brushed motor 4 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801200000010081	-	Failed to read the filament information from AMS-HT B slot 1. The AMS main board may be malfunctioning.
H	1801200000010082	-	Failed to read the filament information from AMS-HT B slot 1. A third party RFID tag was detected.
H	1801200000010083	-	Failed to read the filament information from AMS-HT B slot 1. The RFID tag may be damaged.
H	1801200000010084	-	Failed to read the filament information from AMS-HT B slot 1. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1801200000010085	-	Failed to read the filament information from AMS-HT B slot 1. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1801200000010086	-	Failed to read the filament information from AMS-HT B slot 1. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1801200000020001	-	AMS-HT B Slot 1 filament has run out. Please insert a new filament.
H	1801200000020002	-	AMS-HT B Slot 1 is empty; please insert a new filament.
H	1801200000020003	-	AMS-HT B Slot 1's filament may be broken in AMS-HT.
H	1801200000020004	-	AMS-HT B Slot 1 filament may be broken in the tool head.
H	1801200000020005	-	AMS-HT B Slot 1 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1801200000020006	-	AMS-HT B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1801200000020007	-	AMS-HT B Slot 1 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1801200000020008	-	AMS-HT B Slot 1 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1801200000020009	-	Failed to extrude AMS-HT B Slot 1 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180120000002000A	-	Failed to adjust the filament position of AMS-HT B Slot 1. The filament or buffer may be stuck.
H	1801200000020010	-	AMS-HT B slot 1 feeds filament out of AMS timeout.
H	1801200000020011	-	AMS-HT B slot 1 pulls filament back to AMS timeout.
H	1801200000020012	-	AMS-HT B slot 1 feeder unit motor is stalled, cannot rotate the spool.
H	1801200000020013	-	AMS-HT B slot 1 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801200000020014	-	AMS-HT B slot 1 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1801200000020015	-	AMS-HT B slot 1 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1801200000020016	-	AMS-HT B slot 1 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1801200000020017	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1801200000020018	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1801200000020019	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1801200000020020	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1801200000020021	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1801200000020022	-	AMS-HT B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1801200000020023	-	AMS-HT B slot 1 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1801200000020024	-	AMS-HT B slot 1 failed to rotate the filament spool when pulling filament back to AMS.
H	1801200000020025	-	AMS-HT B slot 1 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1801200000030001	-	AMS-HT B Slot 1 filament has run out. Please wait while old filament is purged.
H	1801200000030002	-	AMS-HT B Slot 1 filament has run out and automatically switched to the slot with the same filament.
H	1801210000010081	-	Failed to read the filament information from AMS-HT B slot 2. The AMS main board may be malfunctioning.
H	1801210000010082	-	Failed to read the filament information from AMS-HT B slot 2. A third party RFID tag was detected.
H	1801210000010083	-	Failed to read the filament information from AMS-HT B slot 2. The RFID tag may be damaged.
H	1801210000010084	-	Failed to read the filament information from AMS-HT B slot 2. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1801210000010085	-	Failed to read the filament information from AMS-HT B slot 2. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1801210000010086	-	Failed to read the filament information from AMS-HT B slot 2. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1801210000020001	-	AMS-HT B Slot 2 filament has run out. Please insert a new filament.
H	1801210000020002	-	AMS-HT B Slot 2 is empty; please insert a new filament.
H	1801210000020003	-	AMS-HT B Slot 2's filament may be broken in AMS-HT.
H	1801210000020004	-	AMS-HT B Slot 2 filament may be broken in the tool head.
H	1801210000020005	-	AMS-HT B Slot 2 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1801210000020006	-	AMS-HT B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1801210000020007	-	AMS-HT B Slot 2 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1801210000020008	-	AMS-HT B Slot 2 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1801210000020009	-	Failed to extrude AMS-HT B Slot 2 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180121000002000A	-	Failed to adjust the filament position of AMS-HT B Slot 2. The filament or buffer may be stuck.
H	1801210000020010	-	AMS-HT B slot 2 feeds filament out of AMS timeout.
H	1801210000020011	-	AMS-HT B slot 2 pulls filament back to AMS timeout.
H	1801210000020012	-	AMS-HT B slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	1801210000020013	-	AMS-HT B slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801210000020014	-	AMS-HT B slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1801210000020015	-	AMS-HT B slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1801210000020016	-	AMS-HT B slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1801210000020017	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1801210000020018	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1801210000020019	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1801210000020020	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1801210000020021	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1801210000020022	-	AMS-HT B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1801210000020023	-	AMS-HT B slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1801210000020024	-	AMS-HT B slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	1801210000020025	-	AMS-HT B slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1801210000030001	-	AMS-HT B Slot 2 filament has run out. Please wait while old filament is purged.
H	1801210000030002	-	AMS-HT B Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	1801220000010081	-	Failed to read the filament information from AMS-HT B slot 3. The AMS main board may be malfunctioning.
H	1801220000010082	-	Failed to read the filament information from AMS-HT B slot 3. A third party RFID tag was detected.
H	1801220000010083	-	Failed to read the filament information from AMS-HT B slot 3. The RFID tag may be damaged.
H	1801220000010084	-	Failed to read the filament information from AMS-HT B slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1801220000010085	-	Failed to read the filament information from AMS-HT B slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1801220000010086	-	Failed to read the filament information from AMS-HT B slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1801220000020001	-	AMS-HT B Slot 3 filament has run out. Please insert a new filament.
H	1801220000020002	-	AMS-HT B Slot 3 is empty; please insert a new filament.
H	1801220000020003	-	AMS-HT B Slot 3's filament may be broken in AMS-HT.
H	1801220000020004	-	AMS-HT B Slot 3 filament may be broken in the tool head.
H	1801220000020005	-	AMS-HT B Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1801220000020006	-	AMS-HT B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1801220000020007	-	AMS-HT B Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1801220000020008	-	AMS-HT B Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1801220000020009	-	Failed to extrude AMS-HT B Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180122000002000A	-	Failed to adjust the filament position of AMS-HT B Slot 3. The filament or buffer may be stuck.
H	1801220000020010	-	AMS-HT B slot 3 feeds filament out of AMS timeout.
H	1801220000020011	-	AMS-HT B slot 3 pulls filament back to AMS timeout.
H	1801220000020012	-	AMS-HT B slot 3 feeder unit motor is stalled, cannot rotate the spool.
H	1801220000020013	-	AMS-HT B slot 3 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801220000020014	-	AMS-HT B slot 3 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1801220000020015	-	AMS-HT B slot 3 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1801220000020016	-	AMS-HT B slot 3 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1801220000020017	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1801220000020018	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1801220000020019	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1801220000020020	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1801220000020021	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1801220000020022	-	AMS-HT B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1801220000020023	-	AMS-HT B slot 3 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1801220000020024	-	AMS-HT B slot 3 failed to rotate the filament spool when pulling filament back to AMS.
H	1801220000020025	-	AMS-HT B slot 3 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1801220000030001	-	AMS-HT B Slot 3 filament has run out. Please wait while old filament is purged.
H	1801220000030002	-	AMS-HT B Slot 3 filament has run out and automatically switched to the slot with the same filament.
H	1801230000010081	-	Failed to read the filament information from AMS-HT B slot 4. The AMS main board may be malfunctioning.
H	1801230000010082	-	Failed to read the filament information from AMS-HT B slot 4. A third party RFID tag was detected.
H	1801230000010083	-	Failed to read the filament information from AMS-HT B slot 4. The RFID tag may be damaged.
H	1801230000010084	-	Failed to read the filament information from AMS-HT B slot 4. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1801230000010085	-	Failed to read the filament information from AMS-HT B slot 4. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1801230000010086	-	Failed to read the filament information from AMS-HT B slot 4. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1801230000020001	-	AMS-HT B Slot 4 filament has run out. Please insert a new filament.
H	1801230000020002	-	AMS-HT B Slot 4 is empty; please insert a new filament.
H	1801230000020003	-	AMS-HT B Slot 4's filament may be broken in AMS-HT.
H	1801230000020004	-	AMS-HT B Slot 4 filament may be broken in the tool head.
H	1801230000020005	-	AMS-HT B Slot 4 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1801230000020006	-	AMS-HT B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1801230000020007	-	AMS-HT B Slot 4 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1801230000020008	-	AMS-HT B Slot 4 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1801230000020009	-	Failed to extrude AMS-HT B Slot 4 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180123000002000A	-	Failed to adjust the filament position of AMS-HT B Slot 4. The filament or buffer may be stuck.
H	1801230000020010	-	AMS-HT B slot 4 feeds filament out of AMS timeout.
H	1801230000020011	-	AMS-HT B slot 4 pulls filament back to AMS timeout.
H	1801230000020012	-	AMS-HT B slot 4 feeder unit motor is stalled, cannot rotate the spool.
H	1801230000020013	-	AMS-HT B slot 4 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1801230000020014	-	AMS-HT B slot 4 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1801230000020015	-	AMS-HT B slot 4 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1801230000020016	-	AMS-HT B slot 4 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1801230000020017	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1801230000020018	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1801230000020019	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1801230000020020	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1801230000020021	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1801230000020022	-	AMS-HT B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1801230000020023	-	AMS-HT B slot 4 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1801230000020024	-	AMS-HT B slot 4 failed to rotate the filament spool when pulling filament back to AMS.
H	1801230000020025	-	AMS-HT B slot 4 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1801230000030001	-	AMS-HT B Slot 4 filament has run out. Please wait while old filament is purged.
H	1801230000030002	-	AMS-HT B Slot 4 filament has run out and automatically switched to the slot with the same filament.
H	1801240000010007	-	AMS-HT B door detection is abnormal, the Hall sensor connection may be loose or disconnected.
H	1801240000020009	-	AMS-HT B front cover is open. This may affect the drying performance or cause the filament to absorb moisture.
H	1801250000020001	-	AMS-HT B uses printer power for drying during loading/printing. For better drying performance, please connect a power adapter.
H	1801300000010001	-	The AMS-HT B RFID 1 board has an error.
H	1801300000010004	-	Encryption chip failure
H	1801300000020002	-	The RFID-tag on AMS-HT B Slot1 is damaged, or its content cannot be identified.
H	1801300000030003	-	RFID cannot be read because of a hardware or structural error.
H	1801310000010001	-	The AMS-HT B RFID 2 board has an error.
H	1801310000010004	-	Encryption chip failure
H	1801310000020002	-	The RFID-tag on AMS-HT B Slot2 is damaged, or its content cannot be identified.
H	1801310000030003	-	RFID cannot be read because of a hardware or structural error.
H	1801320000020002	-	The RFID-tag on AMS-HT B Slot3 is damaged, or its content cannot be identified.
H	1801330000020002	-	The RFID-tag on AMS-HT B Slot4 is damaged, or its content cannot be identified.
H	1801350000010001	-	The temperature and humidity sensor has an error. The chip may be faulty.
H	1801350000010002	-	AMS-HT B The humidity sensor is disconnected, which may be due to poor connector contact.
H	1801400000020001	-	AMS-HT B Filament buffer position signal lost: the cable or position sensor may be malfunctioning.
H	1801500000020001	-	AMS-HT B communication is abnormal; please check the connection cable.
H	1801500000020002	-	AMS used for the current print is disconnected. Check the connection. Printing will resume automatically after reconnection.
H	1801550000010002	-	The PTFE tube is incorrectly connected between the toolhead and the buffer. Please connect the buffer's top to the right extruder and the bottom to the left extruder.
H	1801550000010003	-	AMS-HT B was detected offline during the AMS initialization process.
H	1801550000010004	-	The binding between AMS-HT B and the extruder is incorrect. Please run the AMS Setup.
H	1801560000030001	-	AMS-HT B is undergoing dry cooling; please wait for it to cool down before operating.
H	1801600000020001	-	The AMS-HT B Slot 1 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	1801610000020001	-	The AMS-HT B Slot 2 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	1801620000020001	-	The AMS-HT B Slot 3 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	1801630000020001	-	The AMS-HT B Slot 4 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	1801700000020001	A1,A1MINI,P2S,H2S,H2D	Failed to pull out the AMS-HT B Slot 1 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	1801700000020001	-	Failed to pull out the filament from the extruder. Possible causes: clogged extruder or broken filament.
H	1801700000020002	P2S,H2S,H2D	Failed to feed the AMS-HT B Slot 1 filament into the Toolhead. Possible cause: filament or spool stuck.
H	1801700000020002	-	Failed to feed the filament into the toolhead. Possible cause: filament or spool stuck.
H	1801700000020003	-	Failed to extrude the filament. Possible cause: extruder or nozzle clog.
H	1801700000020004	-	Failed to pull back the filament from the toolhead to AMS-HT. Possible cause: filament or spool stuck.
H	1801700000020004	A1,A1MINI,P2S,H2S,H2D	Failed to pull back the AMS-HT B Slot 1 filament from the Toolhead. Possible cause: filament or spool stuck.
H	1801700000020005	A1,A1MINI,P2S,H2S,H2D	Failed to feed the AMS-HT B Slot 1 filament. Please trim the end of the filament and check if the spool is stuck.
H	1801700000020005	-	Failed to feed the filament outside the AMS-HT. Please clip the end of the filament flat and check to see if the spool is stuck.
H	1801700000020006	-	Timeout purging old filament. Possible cause: filament stuck or the extruder/nozzle clog.
H	1801700000020007	-	AMS-HT filament ran out. Please put a new filament into the same slot in AMS and resume.
H	1801700000020008	-	Failed to get AMS mapping table; please select 'Resume' to retry.
H	1801710000020001	-	Failed to pull out the AMS-HT B Slot 2 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	1801710000020002	-	Failed to feed the AMS-HT B Slot 2 filament into the Toolhead. Possible cause: filament or spool stuck.
H	1801710000020004	-	Failed to pull back the AMS-HT B Slot 2 filament from the Toolhead. Possible cause: filament or spool stuck.
H	1801710000020005	-	Failed to feed the AMS-HT B Slot 2 filament. Please trim the end of the filament and check if the spool is stuck.
H	1801720000020001	-	Failed to pull out the AMS-HT B Slot 3 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	1801720000020002	-	Failed to feed the AMS-HT B Slot 3 filament into the Toolhead. Possible cause: filament or spool stuck.
H	1801720000020004	-	Failed to pull back the AMS-HT B Slot 3 filament from the Toolhead. Possible cause: filament or spool stuck.
H	1801720000020005	-	Failed to feed the AMS-HT B Slot 3 filament. Please trim the end of the filament and check if the spool is stuck.
H	1801730000020001	-	Failed to pull out the AMS-HT B Slot 4 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	1801730000020002	-	Failed to feed the AMS-HT B Slot 4 filament into the Toolhead. Possible cause: filament or spool stuck.
H	1801730000020004	-	Failed to pull back the AMS-HT B Slot 4 filament from the Toolhead. Possible cause: filament or spool stuck.
H	1801730000020005	-	Failed to feed the AMS-HT B Slot 4 filament. Please trim the end of the filament and check if the spool is stuck.
H	1801800000010001	-	AMS-HT B The current sensor of heater 1 is abnormal.
H	1801800000010002	-	AMS-HT B The heater 1 is disconnected, which may be due to poor connector contact.
H	1801800000010003	-	AMS-HT B The heater 1 is short-circuited, which may be due to a wiring short or heater damage.
H	1801800000010004	-	AMS-HT B The heater 1 is heating abnormally.
H	1801810000010001	-	AMS-HT B The current sensor of heater 2 is abnormal.
H	1801810000010002	-	AMS-HT B The heater 2 is disconnected, which may be due to poor connector contact.
H	1801810000010003	-	AMS-HT B The heater 2 is short-circuited, which may be due to a wiring short or heater damage.
H	1801810000010004	-	AMS-HT B The heater 2 is heating abnormally.
H	1801900000010002	-	AMS-HT B The coil resistance of exhaust valve 1 is abnormal, which may be due to abnormal wiring or damage.
H	1801900000010003	-	AMS-HT B The exhaust valve 1 is not connected, which may be due to poor connector contact.
H	1801900000010004	-	The current sensor of AMS-HT B exhaust valve 1 is abnormal; please get in touch with customer support to replace the AMS-HT mainboard.
H	1801900000020001	-	AMS-HT B The operation of the exhaust valve 1 is abnormal, which may be due to excessive resistance.
H	1801910000010002	-	AMS-HT B The coil resistance of exhaust valve 2 is abnormal, which may be due to abnormal wiring or damage.
H	1801910000010003	-	AMS-HT B The exhaust valve 2 is not connected, which may be due to poor connector contact.
H	1801910000010004	-	The current sensor of AMS-HT B exhaust valve 2 is abnormal; please get in touch with customer support to replace the AMS-HT mainboard.
H	1801910000020001	-	AMS-HT B The operation of the exhaust valve 2 is abnormal, which may be due to excessive resistance.
H	1801920000010001	-	AMS-HT B The cooling fan of heater 1 is blocked, which may be due to the fan being stuck.
H	1801920000020002	-	AMS-HT B The cooling fan speed of heater 1 is too low, which could be due to excessive fan resistance.
H	1801920000020003	-	The AMS-HT B heater 1 cooling fan cannot start because the power adapter is not connected.
H	1801930000010001	-	AMS-HT B The cooling fan of heater 2 is blocked, which may be due to the fan being stuck.
H	1801930000020002	-	AMS-HT B The cooling fan speed of heater 2 is too low, which could be due to excessive fan resistance.
H	1801930000020003	-	The AMS-HT B heater 2 cooling fan cannot start because the power adapter is not connected.
H	1801940000010001	-	AMS-HT B The temperature sensor of heater 1 is malfunctioning, which may be due to poor connector contact.
H	1801940000010002	-	Temperature sensor 1 on the AMS-HT B heater has malfunctioned, resulting in abnormal temperature readings.
H	1801950000010001	-	AMS-HT B The temperature sensor of heater 2 is malfunctioning, which may be due to poor connector contact.
H	1801950000010002	-	Temperature sensor 2 on the AMS-HT B heater has malfunctioned, resulting in abnormal temperature readings.
H	1801960000010001	-	AMS-HT B The drying process may experience thermal runaway. Please turn off the AMS power supply.
H	1801960000010003	-	AMS-HT B Unable to start drying; please pull out the filament from filament hub and try again.
H	1801960000020002	-	AMS-HT B Environmental temperature is too low, which will affect the drying capability.
H	1801960000020004	-	AMS-HT B The temperature control error is too large, which may be due to the lid being open or an abnormality with the heater.
H	1801970000030001	-	AMS-HT B chamber temperature is too high; auxiliary feeding or RFID reading is currently not allowed.
H	1801980000020001	-	AMS-HT B The power adapter voltage is too low, which may result in insufficient drying temperature. Please replace the power adapter.
H	1801980000020002	-	AMS-HT B The power adapter voltage is too high, which may damage the heater circuit. Please replace the power adapter.
H	1802010000010001	-	The AMS-HT C assist motor has slipped. The extrusion wheel may be worn down, or the filament may be too thin.
H	1802010000010003	-	The AMS-HT C assist motor torque control is malfunctioning. The current sensor may be faulty.
H	1802010000010004	-	The AMS-HT C assist motor speed control is malfunctioning. The speed sensor may be faulty.
H	1802010000010005	-	AMS-HT C The current sensor of assist motor may be faulty.
H	1802010000010011	-	AMS-HT C The assist motor calibration parameter error. Please pull out the filament from the filament hub and then restart the AMS.
H	1802010000020002	-	The AMS-HT C assist motor is overloaded. The filament may be tangled or stuck.
H	1802010000020006	-	AMS-HT C The assist motor three-phase wires are not connected. The assist motor connector may have poor contact.
H	1802010000020007	-	AMS-HT C The assist motor encoder wires are not connected. The assist motor connector may have poor contact.
H	1802010000020008	-	AMS-HT C The assist motor phase winding has an open circuit. The assist motor may be faulty.
H	1802010000020009	-	AMS-HT C The assist motor has unbalanced tree-phase resistaance. The assist motor may be faulty.
H	1802010000020010	-	AMS-HT C The assist motor resistance is abnormal. The assist motor may be faulty.
H	1802010000020011	-	AMS-HT C The motor assist parameter is lost. Please pull out the filament from the filament hub and then restart the AMS.
H	1802020000010001	-	AMS-HT C Filament speed and length error: The filament odometry may be faulty.
H	1802020000020002	-	AMS-HT C The odometer has no signal. The odometer connector may have poor contact.
H	1802100000010001	-	The AMS-HT C slot 1 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1802100000010003	-	The AMS-HT C slot 1 motor torque control is malfunctioning. The current sensor may be faulty.
H	1802100000020002	-	The AMS-HT C slot 1 motor is overloaded. The filament may be tangled or stuck.
H	1802100000020004	-	AMS-HT C The brushed motor 1 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802110000010001	-	The AMS-HT C slot 2 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1802110000010003	-	The AMS-HT C slot 2 motor torque control is malfunctioning. The current sensor may be faulty.
H	1802110000020002	-	The AMS-HT C slot 2 motor is overloaded. The filament may be tangled or stuck.
H	1802110000020004	-	AMS-HT C The brushed motor 2 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802120000010001	-	The AMS-HT C slot 3 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1802120000010003	-	The AMS-HT C slot 3 motor torque control is malfunctioning. The current sensor may be faulty.
